run_id,date_utc,test_case_id,architecture,node,oru_vendor,oru_id,scheduler_mode,scheduler_mode_impl,oai_image,oai_commit,ue_count,offered_rate_mbps,iperf_duration_s,stabilization_s,steady_state_start_utc,steady_state_end_utc,e2e_throughput_mbps_mean,e2e_throughput_mbps_p50,e2e_throughput_mbps_p95,prb_util_dl_pct_mean,ru_power_w_mean,ru_power_w_median,ru_power_w_p05,ru_power_w_p95,power_source,power_sample_interval_s,cortexdc_export_ref,rapp_exec_id,raw_power_file,raw_iperf_file,raw_scheduler_log,notes
run001,2026-06-29,f1-pegatron-joule-cpu-bandwidth,F1,Joule,Pegatron,,oai_original,unmodified_pf,,,,100,60,30,,,,,,,,,cortexdc_pdu,,,,,,baseline placeholder
