start_s,end_s,mbps
0.0,1.002727,758.0000139275344
1.002727,2.001072,766.6956198849772
2.001072,3.000648,769.9805728934314
3.000648,4.001099,715.228206435236
4.001099,5.001067,844.123050432503
5.001067,6.001063,790.6752535704807
6.001063,7.000443,705.2903092919851
7.000443,8.001072,851.335849839713
8.001072,9.001069,674.6814027072672
9.001069,10.000369,783.509990602339
10.000369,11.000119,766.0496105219556
11.000119,12.001071,854.939628868311
12.001071,13.001077,764.0957656343314
13.001077,14.001602,794.7625594753426
14.001602,15.00107,722.405451078636
15.00107,16.001046,801.680248898183
16.001046,17.000582,789.949466057196
17.000582,18.001057,815.4222344675597
18.001057,19.001049,692.9206703729157
19.001049,20.001064,799.5568863593444
20.001064,21.000757,731.5523477807118
21.000757,22.001062,762.6814190208156
22.001062,23.001317,776.5519400533487
23.001317,24.001144,735.6391814800996
24.001144,25.000162,831.1734170935912
25.000162,26.001068,744.9739565976412
26.001068,27.000255,707.2181415504834
27.000255,28.001061,762.6337210442414
28.001061,29.001071,848.9079793917621
29.001071,30.001078,678.2549095971315
30.001078,31.001066,855.6235948272266
31.001066,32.001059,619.9225631809074
32.001059,33.001058,811.1301659011319
33.001058,34.001306,816.2542454155273
34.001306,35.001064,724.0943631124265
35.001064,36.000998,785.1485739415432
36.000998,37.001052,739.4189500397052
37.001052,38.001066,797.250000366082
38.001066,39.001046,791.9065476396449
39.001046,40.001059,765.4922933366234
40.001059,41.001074,725.116052488248
41.001074,42.001061,797.7459817617583
42.001061,43.001061,834.994336
43.001061,44.00106,739.405709224249
44.00106,45.000206,778.6874750568174
45.000206,46.001102,834.052931739478
46.001102,47.001053,763.533825353521
47.001053,48.00125,811.5086338251875
48.00125,49.001042,789.5314705025056
49.001042,50.000151,714.235210309677
50.000151,51.001107,804.1704939620315
51.001107,52.001054,775.8528553016822
52.001054,53.001057,707.288100117202
53.001057,54.001057,820.306528
54.001057,55.001053,724.3965248856354
55.001053,56.001198,785.1123672919728
56.001198,57.001081,789.0821176991532
57.001081,58.001054,798.8032324094597
58.001054,59.000521,837.2954496921833
59.000521,60.001051,747.9808148012373
60.001051,61.000384,814.519584994388
61.000384,62.000447,696.5270708414425
62.000447,63.001066,781.916719451765
63.001066,64.001066,810.36368
64.001066,65.000933,720.0787306024307
65.000933,66.000452,810.3760385596165
66.000452,67.001048,746.2393666763184
67.001048,68.000635,738.1137694175686
68.000635,69.001067,791.063657057153
69.001067,70.001069,795.8899390829387
70.001069,71.00105,809.3545889723946
71.00105,72.00107,781.306720644793
72.00107,73.000443,686.5192987338309
73.000443,74.000735,794.203849308722
74.000735,75.001057,838.5526552177793
75.001057,76.001068,574.9426544575059
76.001068,77.000124,168.0115660036639
77.000124,78.001046,839.4183099954947
78.001046,79.000358,804.3280468990238
79.000358,80.001056,790.2930388592004
80.001056,81.000101,744.6237769982945
81.000101,82.00106,715.5439096744324
82.00106,83.000223,773.3424773276687
83.000223,84.001063,759.4399973962605
84.001063,85.00021,751.5633571003805
85.00021,86.000294,713.096773529374
86.000294,87.00091,792.039084041918
87.00091,88.000256,785.11415465265
88.000256,89.001052,898.357806737152
89.001052,90.000537,830.1808419593525
90.000537,91.001051,772.0933924809692
91.001051,92.000866,714.4643450613993
92.000866,93.001064,797.2542343758428
93.001064,94.001063,740.3870542186252
94.001063,95.000707,783.3266868259275
95.000707,96.001046,805.8739195822949
96.001046,97.001053,720.7974903803525
97.001053,98.001069,739.8676373212155
98.001069,99.0003,918.8024166322248
99.0003,100.000074,755.5144739956371
100.000074,101.00013,667.5245516900446
101.00013,102.00106,796.6604562800236
102.00106,103.000078,835.3617219525156
103.000078,104.000553,698.6654116816693
104.000553,105.001065,799.3968496964104
105.001065,106.001061,840.6485091392365
106.001061,107.000162,756.3472008834503
107.000162,108.000704,772.6322388365662
108.000704,109.001064,784.8034452993236
109.001064,110.001066,730.269432066697
110.001066,111.001067,737.0317771117237
111.001067,112.00106,795.3363304715162
112.00106,113.001057,808.8886826761297
113.001057,114.000539,776.105945481267
114.000539,115.001072,752.2252194418226
115.001072,116.000117,751.6724603895632
116.000117,117.000594,730.6233965187912
117.000594,118.000076,793.2506028246897
118.000076,119.001052,789.696482724373
119.001052,120.001055,704.2578051481846
120.001055,121.00038,783.2098363417031
121.00038,122.00106,713.404922206576
122.00106,123.001065,784.2624733623646
123.001065,124.001063,856.6934801389591
124.001063,125.001062,784.8387472605906
125.001062,126.001059,771.4788751862154
126.001059,127.001058,776.9664192837262
127.001058,128.001063,782.7527209213782
128.001063,129.001081,747.5981267831239
129.001081,130.000416,726.3864455395673
130.000416,131.001059,805.7153210371006
131.001059,132.000228,788.966037054957
