,result,table,_start,_stop,_time,_value,_field,_measurement,asset_id,asset_tag,category,pdu_ip,sensor_id,sensor_name
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:19:05.822992128Z,38.8,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:20:05.795874048Z,38.82,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:21:05.800035072Z,41.55,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:22:05.806944Z,40.81,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:23:05.823759104Z,41.43,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:24:05.821839104Z,41.39,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:25:05.789946112Z,41.35,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:26:05.836236032Z,41.91,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:27:05.81952Z,41.21,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:28:05.8327488Z,41.52,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:29:05.74671104Z,41.46,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:30:05.811043072Z,41.75,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:31:05.827832832Z,41.77,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:32:05.82754304Z,41.82,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:33:05.824199936Z,41.11,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:34:05.865242112Z,41.36,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:35:05.819101952Z,41.84,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:36:05.83083392Z,41.73,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:37:05.837790976Z,41.88,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:38:05.837965056Z,41.75,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:39:05.828617216Z,42.03,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:40:05.801040896Z,38.86,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:41:05.830008064Z,39.48,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-04T07:19:00Z,2026-08-04T07:42:30Z,2026-08-04T07:42:05.817648896Z,39.44,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2

