,result,table,_start,_stop,_time,_value,_field,_measurement,asset_id,asset_tag,category,pdu_ip,sensor_id,sensor_name
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:08:04.632818944Z,37.37,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:09:04.631938816Z,37.11,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:10:04.634866944Z,39.53,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:11:04.63469184Z,39.98,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:12:04.632381952Z,39.7,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:13:04.641773056Z,40.1,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:14:04.633074944Z,40.26,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:15:04.634098176Z,40.06,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:16:04.638098944Z,39.65,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:17:04.640891136Z,40.09,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:18:04.632713984Z,40.22,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:19:04.60392192Z,40.99,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:20:04.642535936Z,40.85,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:21:04.644478208Z,40.07,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:22:04.645068032Z,39.9,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:23:04.61874688Z,39.94,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:24:04.642509056Z,40.76,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:25:04.64109312Z,40.88,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:26:04.654107136Z,38.91,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2
,_result,0,2026-08-03T08:08:00Z,2026-08-03T08:27:30Z,2026-08-03T08:27:04.652453888Z,38.08,active_power,pdu_outlet,17,PDU [ Raritan ] PX4-5256CR-C8E8A0,outlet,192.168.10.72,16,Outlet 2

