start_s,end_s,mbps
0.0,1.001046,104.807912969767
1.001046,2.001069,99.7065700117707
2.001069,3.001077,100.6894037914765
3.001077,4.001046,99.6148955054397
4.001046,5.001048,100.18315697302955
5.001048,6.001049,100.01072062234438
6.001049,7.001066,99.7934348284611
7.001066,8.001046,100.00203475681485
8.001046,9.001072,100.00821702394686
9.001072,10.001035,100.00373358663734
10.001035,11.001071,99.69449087815221
11.001071,12.001065,100.29180376359105
12.001065,13.001059,100.20553124422453
13.001059,14.001064,99.6975808351332
14.001064,15.001048,100.09868698091024
15.001048,16.001053,99.49268586099933
16.001053,17.001056,100.51736443490995
17.001056,18.001059,100.19384539907182
18.001059,19.001062,100.19384539907182
19.001062,20.001055,99.2997644910811
20.001055,21.001045,100.01181747636747
21.001045,22.001075,100.29897094459461
22.001075,23.00106,100.00153406009049
23.00106,24.001054,100.000634010729
24.001054,25.001053,99.989349317104
25.001053,26.001045,100.00083070887489
26.001045,27.001046,100.01072062234438
27.001046,28.001044,100.00023465626778
28.001044,29.001046,99.9998293445536
29.001046,30.001055,99.9991379380358
30.001055,31.001047,99.79593307235287
31.001047,32.001075,100.19133722153961
32.001075,33.001047,100.013617799796
33.001047,34.00108,99.87810992760825
34.00108,35.001047,100.12196212462861
35.001047,36.001075,99.9972306592764
36.001075,37.001046,99.99215051835003
37.001046,38.001044,100.20513107150224
38.001044,39.001047,99.80562255606606
39.001047,40.001062,100.39753199187386
40.001062,41.001078,99.5994329941953
41.001078,42.001056,100.00223146047121
42.001056,43.001056,99.69808
43.001056,44.001048,100.29200103445879
44.001048,45.001046,100.01101867812223
45.001046,46.001046,99.989248
46.001046,47.001047,100.01072062234438
47.001047,48.001054,99.99932866991335
48.001054,49.001054,100.000032
49.001054,50.001056,99.9782613882623
50.001056,51.00105,100.01141807564984
51.00105,52.001053,99.99973397756892
52.001053,53.001048,99.98974862768965
53.001048,54.00105,100.01061332269924
54.00105,55.001058,99.99923330388363
55.001058,56.001052,99.9898499458082
56.001052,57.001071,100.1059745636249
57.001071,58.00108,99.9020828057763
58.00108,59.001046,100.00342958127099
59.001046,60.00106,100.00942111991131
60.00106,61.001047,99.99054725842895
61.001047,62.001072,99.98674493674604
62.001072,63.001055,100.02329912816593
63.001055,64.001046,99.9901479414646
64.001046,65.001082,99.69449087815221
65.001082,66.001073,100.3028867562082
66.001073,67.001048,100.00252949778864
67.001048,68.001053,99.9887473773234
68.001053,69.00106,100.01011259406626
69.00106,70.001054,100.000634010729
70.001054,71.001076,99.99782667607319
71.001076,72.001052,100.00243412565379
72.001052,73.00107,99.99823197155335
73.00107,74.001072,100.01061332269924
74.001072,75.001046,99.9918465506234
75.001046,76.001057,99.9989352862131
76.001057,77.001048,100.20582988266708
77.001048,78.001048,100.000032
78.001048,79.001071,99.79284002692255
79.001071,80.001046,100.00252949778864
80.001046,81.001057,99.9989352862131
81.001057,82.001046,100.00113469844051
82.001046,83.001047,99.49308911599626
83.001047,84.001059,100.50566989784006
84.001059,85.001059,100.000032
85.001059,86.001055,100.00043135284261
86.001055,87.001048,100.00072937943038
87.001048,88.001056,99.99923330388363
88.001056,89.001048,100.00083070887489
89.001048,90.001053,99.99953132333044
90.001053,91.001059,99.9994359569142
91.001059,92.001075,99.99843462052546
92.001075,93.001057,100.00183209325101
93.001057,94.001057,100.000032
94.001057,95.001051,100.000634010729
95.001051,96.00105,100.00013332803121
96.00105,97.001052,100.20472492932085
97.001052,98.001075,99.99773131290824
98.001075,99.001046,99.79803288360776
99.001046,100.001049,99.99973397756892
100.001049,101.001056,99.99932866991335
101.001056,102.001073,99.9983273356732
102.001073,103.001045,100.00283349768257
103.001045,104.001129,99.9916284486532
104.001129,105.001054,100.0075308289942
105.001054,106.001073,99.58835237477926
106.001073,107.001057,100.41142797664891
107.001057,108.00107,100.20362597286618
108.00107,109.001046,99.797533203796
109.001046,110.001078,99.7056785940467
110.001078,111.001047,100.29430856345016
111.001047,112.001068,99.99793395985117
112.001068,113.001058,99.90397639649215
113.001058,114.001046,100.09828723089346
114.001046,115.001047,99.9999366326288
115.001047,116.00105,99.99973397756892
116.00105,117.001045,100.00053268168314
117.001045,118.001048,99.99973397756892
118.001048,119.001049,99.9999366326288
119.001049,120.001047,100.20513107150224
120.001047,121.001056,99.78345986634803
121.001056,122.001047,100.01171613558486
122.001047,123.00106,99.9987326352118
123.00106,124.001075,99.99852998503182
124.001075,125.001049,100.49870772274154
125.001049,126.001057,99.50317326592625
126.001057,127.00106,99.99973397756892
127.00106,128.001056,100.00043135284261
128.001056,129.00105,100.000634010729
129.00105,130.001077,100.28849809754253
130.001077,131.001048,99.71175837927787
131.001048,132.001057,99.9991379380358
132.001057,133.001377,99.96804645046986
133.001377,134.00108,100.0297418281103
134.00108,135.001057,100.0023327929598
135.001057,136.00105,99.4938778447778
136.00105,137.001058,100.50607725570963
137.001058,138.001049,100.00093203852474
138.001049,139.001046,100.00033002420743
139.001046,140.00105,99.9996266899286
140.00105,141.001047,100.00033002420743
141.001047,142.001057,99.9990306516744
142.001057,143.001047,100.00103336837995
143.001047,144.00106,99.9987326352118
144.00106,145.001058,100.00023465626778
145.001058,146.001047,100.00113469844051
146.001047,147.001055,99.99923330388363
147.001055,148.001055,100.000032
148.001055,149.001056,100.20483243722492
149.001056,150.001073,99.7934348284611
