start_s,end_s,mbps
0.0,1.001087,208.6915946081899
1.001087,2.000538,192.91304881012238
2.000538,3.001117,161.03050741360713
3.001117,4.001101,188.7661513589585
4.001101,5.001127,194.27949513731147
5.001127,6.000298,193.06423866276705
6.000298,7.001117,189.5353366586727
7.001117,8.001087,191.9933081775454
8.001087,9.001138,191.86992249418122
9.001138,10.001101,191.84367699479043
10.001101,11.001127,188.77979806137733
11.001127,12.0011,195.28194478906045
12.0011,13.001099,189.35644787090482
13.001099,14.0011,193.13047181642932
14.0011,15.00056,191.77837979276052
15.00056,16.001122,193.711975053722
16.001122,17.001113,188.67856216391988
17.001113,18.001101,189.96243585134542
18.001101,19.001105,195.4807756937707
19.001105,20.00109,188.02186415805863
20.00109,21.001123,191.31262667088083
21.001123,22.001129,195.4804028460028
22.001129,23.001134,188.78375879933387
23.001134,24.001091,209.4774182813428
24.001091,25.00109,207.9049466657084
25.00109,26.001085,159.0863645120446
26.001085,27.001093,191.23114463256425
27.001093,28.001121,191.88512049511098
28.001121,29.001116,193.573769183243
29.001116,30.001126,191.68368056006824
30.001126,31.001106,191.77571272300642
31.001106,32.001092,191.09515668734917
32.001092,33.001132,192.4112050997713
33.001132,34.001088,188.18907810404545
34.001088,35.001147,188.34223018899064
35.001147,36.001087,194.36091390692428
36.001087,37.00112,192.0998326765724
37.00112,38.001119,190.66131319309739
38.001119,39.00114,191.4119840167538
39.00114,40.001108,192.04761900146937
40.001108,41.0011,191.62242649261273
41.0011,42.00111,191.83465504827308
42.00111,43.001104,191.39558421464668
43.001104,44.001133,192.41333819786476
44.001133,45.001101,191.896638168921
45.001101,46.001097,191.6755814585813
46.001097,47.001116,191.31531775646553
47.001116,48.001108,187.92348494908376
48.001108,49.001085,191.9919692346666
49.001085,50.001105,192.60916658527918
50.001105,51.001112,191.83522675607557
51.001112,52.001105,190.9644037367576
52.001105,53.001098,192.6467194687959
53.001098,54.001133,191.7220166166547
54.001133,55.001144,191.04724873617508
55.001144,56.001102,191.0681569274832
56.001102,57.00111,191.87817946468255
57.00111,58.001088,191.43099435509808
58.001088,59.001096,191.51152639314887
59.001096,60.001098,191.987162926894
60.001098,61.001094,191.78342188924327
61.001094,62.001124,191.7768948799775
62.001124,63.001115,191.24517726422923
63.001115,64.001134,192.46918388576725
64.001134,65.001102,192.1985998340177
65.001102,66.001103,191.83639305055902
66.001103,67.001119,192.3403515466076
67.001119,68.001148,189.9977921710575
68.001148,69.001101,190.1200769792862
69.001101,70.001106,192.71989909190538
70.001106,71.001102,191.7295016739123
71.001102,72.000553,191.52114863133687
72.000553,73.001097,190.35268128055438
73.001097,74.001124,192.83429279357586
74.001124,75.000435,191.5911479899967
75.000435,76.001123,191.7585743828779
76.001123,77.001122,192.19264274476137
77.001122,78.001088,191.9293687326518
78.001088,79.001107,192.14567001773872
79.001107,80.001137,191.7661112039271
80.001137,81.001139,192.24597840238943
81.001139,82.001107,191.57310781346035
82.001107,83.001135,187.81966638548656
83.001135,84.001101,191.3362285809242
84.001101,85.001097,192.4520325593475
85.001097,86.001093,192.77555385133337
86.001093,87.00024,190.06836871221546
87.00024,88.001102,191.32656404782227
88.001102,89.001102,193.691424
89.001102,90.00109,190.4477216653284
90.00109,91.001096,192.6442277509237
91.001096,92.001086,191.62281483044788
92.001086,93.001099,191.37037736918674
93.001099,94.001122,191.50864988525154
94.001122,95.001902,191.3745704412845
95.001902,96.001099,181.09015026326912
96.001099,97.001085,195.236270692312
97.001085,98.001096,188.7610658093254
98.001096,99.001106,193.71105225881888
99.001106,100.001103,191.049913373111
100.001103,101.001103,192.246368
101.001103,102.00109,191.37535069543574
102.00109,103.001085,191.309117844609
103.001085,104.001114,191.410455249235
104.001114,105.001095,191.32258178493342
105.001095,106.001103,191.3605515989879
106.001103,107.001097,189.79954260636586
107.001097,108.001098,192.91479202211758
108.001098,109.001097,192.05245060270764
109.001097,110.001125,179.904432124308
110.001125,111.001089,191.12092858381465
111.001089,112.0011,190.00121220832403
112.0011,113.001099,192.64557120370426
113.001099,114.001099,191.070912
114.001099,115.001089,192.90612368096413
115.001089,116.001103,191.10059862690838
116.001103,117.001098,191.72969595035528
117.001098,118.001088,191.56889429051023
118.001088,119.001103,191.4562602560396
119.001103,120.001088,192.36788143684828
120.001088,121.001097,191.52212765874214
121.001097,122.00113,191.66848692002907
122.00113,123.001088,191.37012161642429
123.001088,124.001098,191.3170282315708
124.001098,125.001097,192.09558664641648
125.001097,126.001132,190.94559582828646
126.001132,127.001106,191.9817571499351
127.001106,128.001091,191.67769506999335
128.001091,129.001098,192.39599081202675
129.001098,130.001111,192.0928959809153
130.001111,131.001085,191.8307772263254
131.001085,132.001097,191.93132112036022
132.001097,133.00113,191.7763233591649
133.00113,134.001068,192.0965158383727
134.001068,135.001106,192.08808731966985
135.001106,136.001101,192.506147837887
136.001101,137.001103,191.82540325470933
137.001103,138.001097,192.09654843449974
138.001097,139.001098,192.09520880373304
139.001098,140.001137,191.64577737207213
140.001137,141.001107,192.37075949396475
141.001107,142.001096,191.68771371344548
142.001096,143.001083,191.9900466826802
143.001083,144.001111,191.56160955800553
144.001111,145.001089,188.13101777503724
145.001089,146.001097,188.14694526613368
146.001097,147.001099,193.68024749576
147.001099,148.001121,190.5490776842676
148.001121,149.001099,191.7976584195493
149.001099,150.001087,193.56433500401926
150.001087,151.001102,191.41312490394856
151.001102,152.001097,191.88067270626422
152.001097,153.001085,192.0437727868725
153.001085,154.001093,191.57622987636069
154.001093,155.001082,191.5151678108061
155.001082,156.001093,191.834472102496
156.001093,157.001106,192.4487633568413
157.001106,158.001098,192.30182391897517
158.001098,159.001083,191.78553668981445
159.001083,160.001106,192.1341074951026
160.001106,161.001066,191.88738648164994
161.001066,162.0011,191.72222230507504
162.0011,163.000431,192.018957168722
163.000431,164.001101,191.65425604151426
164.001101,165.001033,192.15159601861865
165.001033,166.001101,191.66179271629807
166.001101,167.001151,191.50349065106693
167.001151,168.001087,191.94591949260516
168.001087,169.001088,192.1383447625954
169.001088,170.001097,191.93191599494892
170.001097,171.001087,191.4179167786848
171.001087,172.001101,191.72606190326752
172.001101,173.000402,192.0139265989672
173.000402,174.001112,191.59270316355773
174.001112,175.001097,191.30024940061958
175.001097,176.001086,191.79555490259511
176.001086,177.001101,192.24348043170087
177.001101,178.001099,191.57814824421408
178.001099,179.001166,191.8668577607673
179.001166,180.001094,191.64547893651937
180.001094,181.001103,191.2525300691324
181.001103,182.001097,191.78381055179605
182.001097,183.0011,191.15661430889537
183.0011,184.001103,191.78208444484915
184.001103,185.001102,191.0926736301858
185.001102,186.001103,192.56970435121886
186.001103,187.001086,192.20649707399477
187.001086,188.001096,191.8777906163316
188.001096,189.00235,191.4886164525775
189.00235,190.001098,192.28220847194822
190.001098,191.001088,191.36399623874712
191.001088,192.00024,191.5784576280519
192.00024,193.001088,191.46930352165543
193.001088,194.001096,191.7703403259962
194.001096,195.001103,192.40677473617964
195.001103,196.001096,192.13986793414333
196.001096,197.001098,191.8901071235832
197.001098,198.001087,191.77398666476518
198.001087,199.000237,192.10771175045545
199.000237,200.001103,191.60593063213034
200.001103,201.000973,189.5210853109259
201.000973,202.001097,193.1606283970684
202.001097,203.000498,192.0486742797508
203.000498,204.001099,190.8914720626264
204.001099,205.001018,191.64720394331448
205.001018,206.001102,191.70184088861816
206.001102,207.001106,192.20245298119244
207.001106,208.001086,191.46297045966688
208.001086,209.001052,192.5656463499596
209.001052,210.001099,191.2991749723364
210.001099,211.001105,187.87772816147518
211.001105,212.001097,191.51458563128534
212.001097,213.000852,193.49079242429352
213.000852,214.001101,191.88584701178652
214.001101,215.00111,192.01818722362398
215.00111,216.0011,192.1080996898868
216.0011,217.000999,191.90987319137585
217.000999,218.001111,192.22482791394054
218.001111,219.001086,191.88450419003055
219.001086,220.001085,191.98774653714437
220.001085,221.001102,192.18917176494855
221.001102,222.001032,191.947063659504
222.001032,223.001024,192.5067215554972
223.001024,224.001085,191.663117811657
224.001085,225.001096,191.92074315633934
225.001096,226.001118,192.82445150381372
226.001118,227.000135,191.97136381254748
227.000135,228.000831,192.16655087412605
228.000831,229.001099,191.62346426826156
229.001099,230.001088,191.0945871731226
230.001088,231.001138,191.4603568055461
231.001138,232.000125,191.6100973761623
232.000125,233.00111,191.1306752467618
233.00111,234.001133,184.693318688254
234.001133,235.001093,188.19911097011598
235.001093,236.001083,185.62685078938034
236.001083,237.001093,179.4008275554034
237.001093,238.001101,180.9540747157519
238.001101,239.001086,186.64149142434877
239.001086,240.001098,192.427379147753
240.001098,241.0011,193.3028082606625
241.0011,242.001105,190.08861626618634
242.001105,243.001086,192.01277090810774
243.001086,244.001094,193.9163391858552
244.001094,245.000931,192.1698552806521
245.000931,246.001099,191.93374567778253
246.001099,247.001128,191.80945169116293
247.001128,248.001088,191.1324762892307
248.001088,249.000804,191.923437352385
249.000804,250.001108,191.25002311257637
250.001108,251.001087,191.85138520224996
251.001087,252.001121,192.07808221486005
252.001121,253.001092,191.57253686453515
253.001092,254.001098,192.19130245056886
254.001098,255.001084,191.0412359320762
255.001084,256.00105,191.8323094350964
256.00105,257.001099,192.34478406384156
257.001099,258.001107,191.98601860336893
258.001107,259.001244,192.8022955854421
259.001244,260.001132,191.46979606716883
260.001132,261.001102,192.47860272722744
261.001102,262.001088,195.67842088555025
262.001088,263.001098,190.02296118981502
263.001098,264.001088,187.0072166117844
264.001088,265.000933,187.82168311622846
265.000933,266.001098,193.1203619102607
266.001098,267.001099,189.94919485033145
267.001099,268.001084,190.6963363296215
268.001084,269.001095,193.17167343706842
269.001095,270.001101,191.61975385726396
270.001101,271.000931,191.43775897307677
271.000931,272.001087,191.75273395229632
272.001087,273.001091,193.9171020315212
273.001091,274.001452,190.72168400834164
274.001452,275.001085,191.73439580022418
275.001085,276.000877,192.512878569479
276.000877,277.001107,191.5660604802882
277.001107,278.001446,191.40502772003703
278.001446,279.001099,191.63347631203558
279.001099,280.0011,191.72855315340314
280.0011,281.001108,192.3095360194281
281.001108,282.001085,191.84098976102257
282.001085,283.001014,191.41880465477706
283.001014,284.001107,191.71091009731435
284.001107,285.001083,191.9058897084017
285.001083,286.00111,191.61573362314334
286.00111,287.001086,191.2480499066477
287.001086,288.0011,192.09271278940912
288.0011,289.001099,192.72105928019477
289.001099,290.001085,191.78534235484298
290.001085,291.001103,188.66268395797755
291.001103,292.001087,191.623957009674
292.001087,293.001085,187.82530863886723
293.001085,294.001099,191.82311654959915
294.001099,295.001082,190.718279793166
295.001082,296.001095,191.72624474511275
296.001095,297.001099,194.29454050171935
297.001099,298.001092,190.2634388484083
298.001092,299.0011,192.07228991431805
